,predicted_x,predicted_per_person
0,0.07007669428546438,442.49199137867885
1,0.19788265865759916,328.90222469901295
2,0.0761394866311226,428.3659803569135
3,0.0885482516145183,429.6056922289905
4,0.09737981122683453,379.4689969029496
5,0.07111432163673251,434.40589252242626
6,0.060117236334677374,443.8546188646439
7,0.041886747250107985,523.4266911498867
8,0.0635116916439751,438.2889663474332
9,0.053410484172296116,469.40325536839435
10,0.11189511810526312,400.65926585814503
11,0.05178056579150466,431.2326894655541
12,0.03957829825944092,498.69468056645917
13,0.033900832122032896,541.777886386303
14,0.04232026181936835,497.2047871582718
15,0.036263427039654524,538.8389408057961
16,0.04751539614805055,442.09222679787445
17,0.04214283972196498,472.14176931460946
18,0.035695347949584504,513.1590661565614
19,0.05312438948040355,466.9213577090268
20,0.059729710213550606,426.8917456255412
21,0.044605121684867924,472.6359779891631
22,0.12341351894346762,386.88638411909767
23,0.11428186940840655,381.6161123335857
24,0.08559009800053069,428.6249984213992
25,0.07162600225719794,450.7349683466361
26,0.18073527276412257,355.711061252903
27,0.07626112604834448,440.94825419279334
28,0.08384636081787865,442.8652972692556
29,0.05642205289951255,480.88260982700547
30,0.06795447101756515,435.373250654735
31,0.05897382103749158,467.52640183595224
32,0.0742067093347817,404.5997870498014
33,0.04293306726122914,508.9262768236535
34,0.08775042040124474,343.79328380142874
35,0.050911725310417114,452.34219770123536
36,0.04854889562392449,434.08304617568643
37,0.043677532340952396,479.2619430375117
38,0.0691699296793974,420.16316753350384
39,0.037842750696603374,503.8191031553124
40,0.05387688451054537,475.16292199710784
41,0.057907095131323076,498.68634927635304
42,0.06508581386245606,398.1230450157562
43,0.07246906096723092,397.87507424009505
44,0.04761381732517185,468.1336426771398
45,0.049240366880268574,451.58892785945864
46,0.056201300957497514,423.9555995820366
47,0.051995414607061176,468.5602429737116
48,0.0574573266078837,440.3832863031387
49,0.0724903964961724,397.9564430251882
50,0.061150056270922314,496.1047556645977
51,0.10418380462970539,426.66879725776823
52,0.08096435213297333,458.6825598985171
53,0.05723461586104742,451.8661102316922
54,0.1394064912956424,316.6538529375633
55,0.04074756206336882,515.049031489559
56,0.06912686163131362,390.2478712682847
57,0.07583097276305677,390.7892941585252
58,0.04789638872251507,487.67578142996507
59,0.054231096559412724,434.3664501256561
60,0.04351928915799626,478.3708873110788
61,0.03930009276836209,498.0358327504069
62,0.049315626049694514,430.7897146658382
63,0.06958814739222385,388.4287569952993
64,0.05840412142020157,456.29708512952084
65,0.08352350858875893,344.09383718669415
66,0.04725719509940222,446.3218172502595
67,0.031478326695824496,580.9816167033798
68,0.05462073061781628,448.33933874238625
69,0.061202844192633714,406.11348271025366
70,0.04708301720034803,492.9121860949563
71,0.055140939457958255,455.9861688582269
72,0.03417509298517498,535.5033825791354
73,0.03385625941467549,552.8388659458167
74,0.04750804339677746,496.8092297801736
75,0.0569958737247363,459.46133124573333
76,0.04820029409739826,467.62572374988594
77,0.03379391924938654,550.4775220576587
78,0.050531716446465126,466.19156026272833
79,0.06843859991695532,421.064300162694
80,0.06899647783180764,399.3577597093652
81,0.05446810290585145,433.8416553329216
82,0.060100036569840184,440.18958963402
83,0.05428618548935483,501.61065146037595
84,0.046151709620656914,488.7370393787925
85,0.04345974814427641,495.4664567719385
86,0.04288970696350676,504.22784420136884
87,0.050347800380422615,513.1539566716822
88,0.04414363238028085,452.80631450676975
89,0.04195310733053285,451.0194882658775
90,0.04748906708342167,485.78220318596425
91,0.052693760205599134,459.6376742100878
92,0.0492036471929401,470.4246808100743
93,0.05511348139808241,414.6142772365319
94,0.055457023606608945,455.94990347258357
95,0.14772241658088556,345.0398431959308
96,0.07205178135862322,368.46617635459125
97,0.07403449905949239,354.9178120592284
98,0.04663955264884278,461.06424669100886
99,0.04435846117029456,493.9404634612164
100,0.041073386115219726,492.0915259578127
101,0.04560144915906105,469.57468396644913
102,0.047598156137129616,474.9363543353148
103,0.2065697487366612,322.62872039339925
104,0.039528659247304754,535.5381263296889
105,0.04103290481274253,512.2358792091965
106,0.033369587289972684,571.5855092677183
107,0.04099886143187394,503.95714738312313
108,0.052712465326226296,434.43242546783654
109,0.048256085967001164,510.93037843891784
110,0.05404327842598141,440.42637775025815
111,0.056159954656654,468.7215806996118
112,0.037553393023940534,523.325995337573
113,0.05560686752878987,455.18676664435236
114,0.03755452887379224,539.6101714857084
115,0.06261020771018799,459.7451512986402
116,0.08788069207464545,371.3719035091749
117,0.07758539895852894,351.9617876321306
118,0.057233938128113296,392.25080391844233
119,0.06355128158657897,380.26276627896397
120,0.05665459663407986,449.3506641759824
121,0.057314654098139205,449.13768555692917
122,0.06689401229411324,444.08017451373115
123,0.0879294590927038,420.94037120290426
124,0.06134073587858434,422.6220399121274
125,0.08425481558601974,354.09271986526875
126,0.055282202974253986,442.334266340166
127,0.036330142471637066,527.0136054822688
128,0.06642544774836026,350.7211216412432
129,0.0673301355035575,412.19299082790224
130,0.05908277987173256,433.4862830070983
131,0.033026934644081206,562.9924929229818
132,0.08250951699696214,402.2975247811266
133,0.03544588855106575,530.0917903174197
134,0.050609385018891714,451.49137802384496
135,0.061568312806360145,507.0669946493718
136,0.051596630927810104,458.76650943366076
137,0.058956895768074294,466.32713006879476
138,0.04448808861188732,488.5656701573126
139,0.11800112753916367,331.141816370257
140,0.03554434296053464,527.4775959523903
141,0.09618943098513319,317.5067652486227
142,0.046924727901325805,452.1582098214475
143,0.06617852656468662,392.3686079681764
144,0.04749088595391119,456.72535865269145
145,0.05236230687666736,426.2529967818572
146,0.04079803088941944,538.6064197379716
147,0.07298723376485697,389.2756780002712
148,0.05975780436563116,365.57554988094097
149,0.07981173107055613,362.30887648370475
150,0.056975310480985315,452.68556858771785
151,0.029292936153725635,584.7982599273164
152,0.0837483792766,361.4133160268034
153,0.1559530531088351,419.78132511410155
154,0.05279997324834826,453.7122242497501
155,0.04955547830021195,456.2889040345518
156,0.06598404717884783,420.88325957212516
157,0.04503201370831761,446.3402350422923
158,0.040769102195059935,514.9604363511442
159,0.05248322970138477,487.43400404642404
160,0.0572402846946241,402.30866108480154
161,0.05563962566014979,446.13461912836937
162,0.05400477997014954,431.1916486069984
163,0.04339035824231708,497.2684020480704
164,0.08422243282741118,363.3152189663008
165,0.03631671987146953,529.16604500931
166,0.07169085935594281,413.5315357746199
167,0.06821489621262089,465.7982162117619
168,0.053135980692157324,451.6290576414485
169,0.04882475865725999,458.1880209658341
170,0.08228713767226746,387.4804847912381
171,0.13073719837601985,305.5995695614436
172,0.08422426865687452,378.5959482445474
173,0.06994876555701253,418.1043540678334
174,0.0621863561542251,472.50094510050775
175,0.057639829362683886,437.7197567331761
176,0.05138886671045308,432.1187242202039
177,0.0413032846726443,491.22491011219427
178,0.04653471718412845,479.51643339317656
179,0.04890474850181986,449.50825052343
180,0.06944400438236684,464.86872816882106
181,0.039650145734520026,496.1362461458135
182,0.047205392418136705,473.86510934970835
183,0.048092211317275924,451.8401040179013
184,0.03301568396607986,536.6574886821271
185,0.05648137024774184,427.8271369045846
186,0.08087365764030705,390.99128190044405
187,0.06007388956321462,430.1998399794282
188,0.05794155298904138,407.6669579881502
189,0.04306391257437887,496.79715140251636
190,0.0648270892649318,431.0603546478244
191,0.05421078302423795,463.30462077527585
192,0.04148557817383949,516.501598318558
193,0.041828424130837205,515.8931841297056
194,0.04754517962308003,500.2542688465685
195,0.04715455803673437,471.1932982117754
